,Input,Wav filename,flag value,pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,pca_16,pca_17,pca_18,pca_19,Real Values,Predicted Values
197,198,/content/drive/MyDrive/ReCirCor/training_data/training_data/49568_MV.wav,1,1923.9215,63.421143,854.0488,37.101833,-69.52991,4.9579964,-13.642514,-4.2235184,11.945917,-0.7331744,-2.3980677,-0.22664696,0.56548846,-0.48169288,0.2767863,0.9667895,-0.018881423,0.54327226,-0.23778194,0.08506253,0,0.0
198,199,/content/drive/MyDrive/ReCirCor/training_data/training_data/49572_PV.wav,1,-8716.337,-205.6402,80.9053,31.790697,-22.870352,-17.291166,-3.278541,-0.5528012,-15.065029,-2.9141002,6.1816773,-0.43510398,0.8515521,-0.6017358,-0.6461377,-0.51679856,0.37469834,-0.26035154,0.38412556,0.35670924,1,1.0
199,200,/content/drive/MyDrive/ReCirCor/training_data/training_data/49572_TV.wav,1,-9063.339,-422.99988,103.869545,59.2454,-30.289713,-29.301298,-3.870123,-0.5707773,-6.3877563,-2.0586226,-1.1001146,-0.507986,1.3638033,-0.45035952,0.56237507,0.11584558,-0.44321594,0.53751504,0.154784,0.38953307,1,1.0
200,201,/content/drive/MyDrive/ReCirCor/training_data/training_data/49572_MV.wav,1,-8628.231,-407.012,41.355583,28.498466,-31.320494,-24.090012,-2.448396,-2.6346426,16.802662,0.81168115,-4.105385,-0.17948072,-0.10673591,-0.4617795,0.49772006,-0.6773859,0.30363506,-0.15428406,-0.4828068,0.07280438,1,1.0
201,202,/content/drive/MyDrive/ReCirCor/training_data/training_data/49574_AV.wav,1,-8893.533,-429.1114,91.292595,61.040188,-29.835632,-29.33629,-3.448172,0.48631114,-13.021651,-2.5065696,-3.969837,-0.45257485,1.8545454,0.5934666,-1.22632,-0.23847093,-1.1348532,-0.010206042,0.4024551,0.053876273,1,1.0
202,203,/content/drive/MyDrive/ReCirCor/training_data/training_data/49574_PV.wav,1,-6032.1914,-577.4019,-9.060759,43.10875,-63.453445,-32.48499,-5.3622985,-0.2817371,-12.768618,-3.0752974,1.1750369,-0.220504,0.8498093,0.3362233,1.1301925,-0.4148961,-0.024454325,0.2973,0.60756695,0.05621129,1,0.0
203,204,/content/drive/MyDrive/ReCirCor/training_data/training_data/49574_TV.wav,1,-4666.689,-186.13986,246.46815,10.057418,-44.930687,-22.375092,-3.717173,0.85186356,-13.867694,-2.161296,1.5820913,1.0423149,-0.7830748,2.1982508,0.5452703,-0.9025831,1.334781,0.40822592,0.6462102,0.33726358,1,1.0
204,205,/content/drive/MyDrive/ReCirCor/training_data/training_data/49574_MV.wav,1,-6256.517,959.0107,-156.71616,216.68358,23.72091,23.513361,-12.317333,-1.0097713,-2.6814332,-1.0000643,-7.753588,-0.24885641,0.9341957,0.7130209,-0.18139777,0.7275734,-0.4240793,-0.5200153,-0.58304507,0.8082151,1,0.0
205,206,/content/drive/MyDrive/ReCirCor/training_data/training_data/49577_AV.wav,1,-8336.86,-456.99316,-57.813164,-82.533485,-21.942953,-4.21415,1.8495624,-5.8250856,35.015022,3.1786942,1.3922801,-0.04063894,0.22281961,-0.37102744,-0.12818311,0.65327466,0.9431439,-1.7353221,0.109090015,0.0499598,0,1.0
206,207,/content/drive/MyDrive/ReCirCor/training_data/training_data/49577_PV.wav,1,-5553.7646,486.86597,-154.121,-104.104614,25.353992,42.586277,1.4057521,-4.5109215,-4.1406198,-1.5035342,-5.240209,-0.39660707,1.5083882,-0.34111685,0.040685263,0.99440753,0.9105013,-1.3917447,0.21145946,-0.15275751,0,1.0
207,208,/content/drive/MyDrive/ReCirCor/training_data/training_data/49577_TV.wav,1,-6239.8105,-169.67947,-69.58633,70.40898,-19.012783,1.3850178,-7.0667405,-3.7874289,20.502176,0.7448627,5.738093,-0.19983846,0.9452564,-0.51085144,-1.1377234,0.06247024,-0.56186587,1.2539924,0.6814533,-0.81344813,0,0.0
208,209,/content/drive/MyDrive/ReCirCor/training_data/training_data/49577_MV.wav,1,-6149.1616,-161.30728,372.06332,-45.200962,-42.157818,-25.30905,-2.9331613,-3.5799332,14.048047,0.2962131,1.7542455,-0.23381518,0.9235632,-0.4464712,0.12794265,1.4384832,-0.21956335,0.77025324,-0.16020745,-0.12363462,0,1.0
209,210,/content/drive/MyDrive/ReCirCor/training_data/training_data/49585_AV.wav,1,-8690.267,-365.69293,93.51019,49.616688,-27.937988,-26.071192,-3.7475474,-2.9616144,20.555632,1.2344769,1.2775679,-0.091731064,0.59824014,0.17205884,0.65816844,0.426454,-0.47166228,0.37331954,-0.09796706,0.39878508,0,1.0
210,211,/content/drive/MyDrive/ReCirCor/training_data/training_data/49585_PV.wav,1,-8805.356,-403.6219,84.245384,65.56843,-31.391243,-30.353886,-3.9363246,-0.3127023,-8.701962,-2.2340841,-3.1476665,-0.4016082,1.0873641,-0.3709042,0.8184895,-0.017441928,0.36789444,0.04748137,0.21341124,0.2719997,0,1.0
211,212,/content/drive/MyDrive/ReCirCor/training_data/training_data/49585_TV.wav,1,-8736.341,-236.96567,80.160484,54.160088,-27.981895,-27.156506,-3.9051294,-0.8531838,-5.7015367,-1.9185375,-6.7078013,-0.45984054,1.1398363,-1.000918,-1.0047492,-0.2830329,-0.4213046,1.1702404,0.5893467,-0.1451263,0,1.0
212,213,/content/drive/MyDrive/ReCirCor/training_data/training_data/49585_MV.wav,1,-5557.25,693.9391,-102.3481,248.80348,-7.423159,8.450185,-11.344475,-2.770225,8.753622,-0.17413592,3.042826,-0.34897673,0.49641728,-0.6235646,0.26001033,0.80581033,-0.06516399,0.38920292,-0.43105027,0.2755934,0,0.0
213,214,/content/drive/MyDrive/ReCirCor/training_data/training_data/49595_AV.wav,1,-7368.133,-30.79741,482.98907,29.123896,-6.696031,-25.010176,-3.982166,1.4788573,-9.03276,-1.1403471,-0.57765543,0.7564475,0.7739817,2.672029,0.36135358,0.29616997,-1.0262644,-0.55853367,-1.2994072,0.27898237,1,1.0
214,215,/content/drive/MyDrive/ReCirCor/training_data/training_data/49595_MV.wav,1,-3177.1462,646.8042,98.92777,-331.48456,249.48561,153.21619,-6.0367694,-0.32831237,-6.018413,-4.1435337,0.09812608,0.10171,1.0022347,1.5385861,1.1052358,-0.48919478,-0.58709,-0.37167037,-0.4768228,-0.60618323,1,1.0
215,216,/content/drive/MyDrive/ReCirCor/training_data/training_data/49598_AV.wav,1,-9089.113,-429.21933,88.97857,52.642773,-24.865505,-26.580784,-3.5620966,0.018449627,-12.845032,-2.739351,2.2561212,-0.35944685,0.5574221,-0.74281764,-0.70623714,-0.6812647,0.2387872,0.015430273,0.19803545,0.5683196,0,1.0
216,217,/content/drive/MyDrive/ReCirCor/training_data/training_data/49598_MV.wav,1,-8989.05,-365.17947,72.92976,33.51872,-18.167076,-18.323145,-2.6701345,-0.28565013,-10.876426,-2.2798655,4.740041,-0.45655373,1.719407,0.1916144,1.1205313,-0.45086384,-0.59254843,-0.5900226,0.1936281,0.28778076,0,1.0
217,218,/content/drive/MyDrive/ReCirCor/training_data/training_data/49610_AV.wav,1,-8758.327,-164.12689,111.20166,46.652294,-11.690261,-11.773284,-3.3651693,-0.46030465,-9.844256,-1.7289996,-5.552704,-0.046796396,0.9687315,0.24876256,-1.2924988,-0.7130843,-0.5561189,0.1655759,0.12452006,0.14150798,0,1.0
218,219,/content/drive/MyDrive/ReCirCor/training_data/training_data/49610_PV.wav,1,-8854.947,-345.40073,113.38144,41.823605,-28.370255,-27.171179,-3.1924372,0.03317996,-13.992216,-2.652725,5.067611,-0.24855022,0.7020862,-0.17919342,-1.0873308,-0.7191886,0.30239347,-0.5997876,0.21346307,0.34355068,0,1.0
219,220,/content/drive/MyDrive/ReCirCor/training_data/training_data/49610_TV.wav,1,-8477.655,-291.4589,108.24119,32.337627,-26.569351,-23.80991,-3.412065,-0.4170881,-12.293548,-2.7520666,-2.1563735,-0.3765056,0.36688346,-0.9396064,-1.0628141,-0.79894364,0.6081829,0.4286283,0.20674333,-0.29008782,0,1.0
220,221,/content/drive/MyDrive/ReCirCor/training_data/training_data/49610_MV.wav,1,-7673.447,46.43684,341.02274,-37.302914,-25.313711,-26.412268,-1.0835253,-0.10665547,-11.346079,-1.9271402,-0.51371276,0.017124154,0.8832521,0.5455854,0.45673835,0.2775854,0.13921738,0.5157167,-0.047361635,0.72708136,0,1.0
221,222,/content/drive/MyDrive/ReCirCor/training_data/training_data/49622_AV.wav,1,-8600.608,-291.14835,104.12362,44.954063,-29.376358,-26.13559,-3.2477417,-1.8342853,7.1944556,-0.38243636,-0.72998035,-0.2203162,0.9314688,0.33772245,0.67266196,0.6667049,-0.6691541,0.9527066,-0.16279319,0.5907882,0,1.0
222,223,/content/drive/MyDrive/ReCirCor/training_data/training_data/49622_MV.wav,1,-8595.133,-205.97803,96.27683,10.554133,-28.608332,-22.065151,-3.087587,-0.9044344,-10.334461,-2.5556297,-3.0678515,-0.59906447,1.848813,-0.505211,-0.14172706,0.3097123,0.3468161,-0.7982898,0.87904805,0.530905,0,1.0
223,224,/content/drive/MyDrive/ReCirCor/training_data/training_data/49627_AV.wav,1,-6132.9243,267.16257,121.26918,-157.06902,109.0361,101.79941,2.1361957,-1.721409,-7.6274886,-1.0166435,-2.377792,0.53234977,0.81225187,1.027674,-0.10456586,0.9289679,-0.307483,-0.056236215,-1.0049778,0.2882165,1,1.0
224,225,/content/drive/MyDrive/ReCirCor/training_data/training_data/49627_PV.wav,1,-4593.131,-188.12798,36.362144,-51.27576,111.541214,85.4512,-3.4613223,0.53540695,-12.656291,-2.235545,-0.6835385,0.36107665,0.15145884,1.1611723,-1.2487642,-0.482882,0.11088116,0.18062364,-0.2771507,0.056842435,1,1.0
225,226,/content/drive/MyDrive/ReCirCor/training_data/training_data/49627_TV.wav,1,-6745.527,1100.0955,222.79561,-273.81857,164.45245,76.069176,26.907492,-0.9609924,-13.387565,1.6335547,-0.912952,0.6349523,0.3001709,1.8258513,0.9660502,-0.76771486,-0.2712987,0.10045164,-0.2983737,-0.4225368,1,1.0
226,227,/content/drive/MyDrive/ReCirCor/training_data/training_data/49627_MV.wav,1,-7977.251,-245.0725,20.33463,-1.1418108,59.205143,-17.097399,17.53077,3.894213,-13.902596,3.7560499,-0.7250425,2.4558525,-0.22658117,1.7181201,0.5393303,-0.40030384,0.45365635,0.119518496,-0.7565084,-0.10309047,1,1.0
227,228,/content/drive/MyDrive/ReCirCor/training_data/training_data/49628_AV.wav,1,-1938.9686,1655.8749,-379.53714,-444.35928,424.02237,181.50015,52.99221,-11.155027,-11.058115,1.6228757,-0.128593,0.74441427,0.052604288,1.9432024,-1.1545653,-0.2337167,-0.23637803,-0.27861488,-0.65267205,0.37214354,1,1.0
228,229,/content/drive/MyDrive/ReCirCor/training_data/training_data/49628_PV.wav,1,22663.25,9882.084,15620.221,-1876.137,254.71695,-109.5418,-16.934828,79.93532,-9.594323,55.993282,1.1800735,0.3653245,-1.5898039,1.970779,-0.14185923,0.4441355,1.267965,0.29269168,0.65458375,1.0882226,1,1.0
229,230,/content/drive/MyDrive/ReCirCor/training_data/training_data/49628_TV.wav,1,-3814.3135,758.7262,385.31302,-199.37022,166.47316,89.000885,47.603535,19.074633,-13.498432,16.546953,-1.4604073,6.7648787,-1.5688088,4.732375,0.52048904,-1.1278535,1.4876875,1.1444443,1.3367058,0.41645527,1,1.0
230,231,/content/drive/MyDrive/ReCirCor/training_data/training_data/49628_MV.wav,1,-6573.4414,-217.6842,154.37311,56.326588,-32.846626,-19.541342,-4.174036,0.48662376,-14.206691,-2.471068,1.3878968,0.09010196,0.29303867,1.3505933,0.7419447,-0.22403206,0.17297547,0.18340503,0.12800783,0.23553173,1,1.0
231,232,/content/drive/MyDrive/ReCirCor/training_data/training_data/49630_AV.wav,1,-4551.969,-170.59796,-47.046154,-2.5594027,-21.7292,-27.61196,3.823798,-4.491758,-2.9560812,-0.66499174,-2.9514756,-0.3970563,1.1909223,-1.1335226,0.20309065,0.5332441,1.0668331,-0.59294975,0.4353653,0.64735425,1,1.0
232,233,/content/drive/MyDrive/ReCirCor/training_data/training_data/49630_PV.wav,1,-6015.5913,-403.12784,-30.259071,41.58376,-38.74311,-23.54006,-3.1496246,-1.1218536,-1.8058513,-1.1995109,-2.1043327,-0.3295361,0.58373684,-1.0543793,0.118235305,0.5571204,0.54698735,0.11535732,-0.052236937,0.62610036,1,1.0
233,234,/content/drive/MyDrive/ReCirCor/training_data/training_data/49630_TV.wav,1,-8232.422,-316.80054,36.656116,49.236416,-17.59601,-33.2729,0.885532,-6.9039564,39.42196,4.3257666,16.856369,-0.018699676,-0.25681448,-0.1859465,-1.3177072,-0.58540773,0.34702268,-0.5694324,0.7918834,-0.65341824,1,1.0
234,235,/content/drive/MyDrive/ReCirCor/training_data/training_data/49630_MV.wav,1,-7844.717,-23.191238,232.8268,84.742065,-18.144894,-21.631245,-5.682276,-1.8291564,18.069815,1.1937479,0.81647456,-0.17517123,0.7558029,-0.31820992,1.358754,-0.06466668,-0.67044544,0.7468243,0.6441067,-0.3209591,1,0.0
235,236,/content/drive/MyDrive/ReCirCor/training_data/training_data/49631_AV.wav,1,73040.016,4944.9927,9749.866,-3056.4563,300.77072,879.05475,100.090546,-50.65929,-3.867526,-8.131553,-1.6086797,-0.42112517,-0.044691842,1.874144,-1.3399189,-0.0860599,-0.33575192,0.21574588,0.37896615,-0.8637502,0,1.0
236,237,/content/drive/MyDrive/ReCirCor/training_data/training_data/49631_MV.wav,1,-8245.113,-288.33844,-26.769186,-51.37509,-6.6222363,-4.012009,1.5087543,-2.300902,-8.86407,-2.0418723,0.025366124,-0.35419112,0.8318405,0.45317802,1.141332,-0.93743545,0.25243258,-0.06417188,-0.038817897,-0.4704246,0,1.0
237,238,/content/drive/MyDrive/ReCirCor/training_data/training_data/49641_AV.wav,1,-5025.765,10.137402,320.2067,81.86559,-40.004837,-17.299536,-8.782564,-0.7008623,-7.4987054,-2.2947116,1.9885535,-0.4080738,1.2262374,0.1731739,0.82148105,-0.21305971,0.03932376,-0.3077239,-0.34903526,-0.20049323,0,0.0
238,239,/content/drive/MyDrive/ReCirCor/training_data/training_data/49641_PV.wav,1,-6613.9736,-31.93682,303.8594,61.318516,-31.751907,-20.708235,-7.208127,-0.43189508,-10.022324,-2.6379194,2.2505848,-0.43822882,1.2717717,-0.0033517054,0.08837828,-0.27290305,0.14147364,-1.0259454,0.17913261,0.6546311,0,1.0
239,240,/content/drive/MyDrive/ReCirCor/training_data/training_data/49641_TV.wav,1,-8505.728,-112.89365,132.76706,29.139517,0.40488183,-7.376016,-2.9805937,-0.039836172,-12.1628475,-2.2771342,2.7608266,-0.30131045,0.78854644,-0.35754552,-1.2567133,-0.76839566,-0.0019794847,0.35675582,0.348701,0.054239366,0,1.0
240,241,/content/drive/MyDrive/ReCirCor/training_data/training_data/49641_MV.wav,1,19640.445,193.66954,677.0329,-221.4789,-164.4911,18.876608,-22.854382,-4.029826,-5.097996,-6.4218717,1.2480623,-0.15151247,0.623888,-0.29800162,-1.1971763,-0.6573345,-0.020840079,-0.7432148,0.14778139,-0.6099494,0,0.0
241,242,/content/drive/MyDrive/ReCirCor/training_data/training_data/49653_AV.wav,1,-8268.506,-61.1928,-30.165598,75.55778,-15.902757,-11.149054,-4.886204,-3.430549,18.635683,1.148023,0.47293577,-0.11247176,0.5402615,0.004339515,0.05228891,0.8685768,-0.3543994,0.41563347,-0.24325332,0.17764679,0,1.0
242,243,/content/drive/MyDrive/ReCirCor/training_data/training_data/49653_PV.wav,1,-6742.1045,-90.96691,142.95694,47.785755,-36.91951,-22.392168,-4.129869,-1.1765825,-2.2040784,-1.5540631,-2.8633952,-0.25745648,1.1516134,-0.06519224,-1.1818836,-0.31532183,-0.3540746,0.04961073,0.27567366,-0.3615653,0,1.0
243,244,/content/drive/MyDrive/ReCirCor/training_data/training_data/49653_TV.wav,1,-8489.429,-211.13458,-47.753742,46.11227,-28.320368,-24.322243,-2.570476,-2.1199603,5.5795455,-0.57432264,-6.2135196,-0.3221596,1.3423289,-0.33244982,0.30164728,0.8330716,0.45506942,-1.2732612,0.17986608,0.17028795,0,1.0
244,245,/content/drive/MyDrive/ReCirCor/training_data/training_data/49653_MV.wav,1,-7613.426,55.41767,-32.797962,64.39695,-12.291472,-12.787529,-1.183646,-2.1075737,4.9446416,-0.8995167,-0.71300757,-0.28175232,0.9501404,-0.53460026,-0.4157727,0.4912527,0.76655954,-0.9650071,-0.23075904,-0.2982758,0,1.0
245,246,/content/drive/MyDrive/ReCirCor/training_data/training_data/49659_AV.wav,1,-8746.655,-268.2632,110.39996,76.872955,-25.451498,-23.080307,-5.3302326,-1.7096648,9.024976,0.12987171,0.8406554,-0.12182157,0.56027895,-0.05676655,0.75443166,-0.043778386,0.21705094,0.5499161,-0.12334832,0.027207892,0,1.0
246,247,/content/drive/MyDrive/ReCirCor/training_data/training_data/49659_PV.wav,1,-9017.074,-449.78314,51.627575,62.051476,-32.978233,-30.577135,-4.261902,-0.48836133,-4.342954,-1.6682597,2.2777364,-0.24772643,0.40454218,-0.6534477,-1.2299486,-0.96239537,0.25982732,0.25127345,-0.019443478,0.0042970493,0,1.0
247,248,/content/drive/MyDrive/ReCirCor/training_data/training_data/49659_TV.wav,1,-9079.215,-444.37598,69.25974,62.39047,-29.82282,-28.952242,-3.9700792,-0.39100936,-5.840168,-1.8249961,-5.915402,-0.28949574,0.6152034,-0.50213575,1.1490167,-0.8994939,0.218173,0.67693686,-0.15337074,-0.20010146,0,1.0
248,249,/content/drive/MyDrive/ReCirCor/training_data/training_data/49659_MV.wav,1,-8474.242,-282.01465,100.61722,60.907047,-28.690104,-23.385033,-4.69059,-0.63266045,-6.163603,-1.796982,-1.5091742,-0.3321168,0.9960984,-0.27334014,1.0758483,-0.73228914,0.453132,-0.021401046,0.15855524,-0.12839667,0,1.0
249,250,/content/drive/MyDrive/ReCirCor/training_data/training_data/49661_AV.wav,1,5271.1646,-362.14337,246.05092,-128.46246,-115.89133,-5.97819,-5.801846,-2.643226,-12.174169,-3.373597,1.2903924,-0.08835922,1.0439503,1.2903706,-0.19429074,1.0486698,-0.19185197,-0.07924669,-0.14939487,0.54813766,0,0.0
250,251,/content/drive/MyDrive/ReCirCor/training_data/training_data/49661_MV.wav,1,-7669.509,526.1686,525.6025,-183.47205,240.07445,117.5253,-6.2648187,3.4211242,-9.281881,-3.1147046,-1.242671,-0.15963699,1.0354725,0.5953064,-1.3626341,-0.50309736,-0.39028695,-0.0926601,-0.45743337,-0.79943323,0,1.0
251,252,/content/drive/MyDrive/ReCirCor/training_data/training_data/49678_AV.wav,1,-3085.0513,-771.89557,116.97806,30.54127,-80.77772,-34.49776,-4.640611,-1.3273796,-4.9365106,-2.4866016,-5.7811537,-0.33308038,1.0399438,-0.47034475,-0.6342476,0.13007088,-0.52520514,0.030592652,-0.19846734,0.2921506,0,0.0
252,253,/content/drive/MyDrive/ReCirCor/training_data/training_data/49678_PV.wav,1,-9154.576,-472.8378,87.20446,64.54754,-31.84489,-31.88082,-3.884737,-1.5295002,8.3969345,-0.24700499,-18.170425,-0.2852367,0.8895883,-0.10502157,0.7943804,-0.18893701,-0.19441368,-0.43627006,-0.045947645,0.6026886,0,1.0
253,254,/content/drive/MyDrive/ReCirCor/training_data/training_data/49678_TV.wav,1,-5972.1924,-24.672247,161.61386,12.983138,39.095905,19.050213,-3.5002959,-1.0413074,-12.130053,-3.1404076,9.519795,-0.31869027,0.7403761,-0.604417,0.8165009,-0.11403101,1.0073664,-0.42301634,0.42878196,0.1490544,0,1.0
254,255,/content/drive/MyDrive/ReCirCor/training_data/training_data/49678_MV.wav,1,-3434.7,-1020.89777,-17.018827,75.676865,-92.7688,-38.495083,-7.1946416,-1.4973218,4.9300985,-1.3803704,-8.634107,-0.33886057,1.5328659,0.052555963,0.7556673,1.1491076,-0.37190127,0.2495528,0.7006672,-0.039971262,0,0.0
255,256,/content/drive/MyDrive/ReCirCor/training_data/training_data/49683_AV.wav,1,-2335.788,-624.3638,-987.78076,159.23488,-86.853134,-13.153255,-10.293334,-1.2290002,-9.656806,-3.0439324,2.2760036,-0.24488467,1.3494112,1.0844542,-0.48360333,1.2227871,0.16415364,-0.1085558,0.025028639,-0.56865585,0,0.0
256,257,/content/drive/MyDrive/ReCirCor/training_data/training_data/49683_PV.wav,1,37244.367,-1602.1189,1207.2506,-483.8072,-367.32794,-5.536069,-20.380388,-7.690522,-8.35974,-7.113443,0.8914173,0.36942172,0.38710332,0.7716581,0.1612615,0.5707212,0.27060264,0.11538889,-0.011953473,0.30599695,0,0.0
257,258,/content/drive/MyDrive/ReCirCor/training_data/training_data/49683_TV.wav,1,-7771.1626,-314.39432,170.17902,39.54489,-32.347393,-25.849194,-2.699751,0.6213078,-13.768622,-2.3597808,1.1842293,0.48867247,-0.8801801,0.72050333,0.5626084,-0.63185316,1.479793,0.5733553,0.18189937,0.020967474,0,1.0
258,259,/content/drive/MyDrive/ReCirCor/training_data/training_data/49683_MV.wav,1,3200.7395,-1039.7373,-400.94577,16.082289,-94.10023,0.96816814,-7.7096996,-0.13967335,-9.266787,-2.1229126,-5.8788753,0.5167252,0.86456925,0.9967956,-0.04167981,1.1297258,0.47840503,-0.120600514,-0.12615733,-0.009531362,0,0.0
259,260,/content/drive/MyDrive/ReCirCor/training_data/training_data/49687_AV.wav,1,-7789.236,-212.31276,37.770004,38.56116,-9.155816,-6.3539915,-3.8453877,-2.4036264,5.3049884,-0.3307186,13.381571,-0.13621022,0.4260168,-0.5800279,-0.25794503,0.5264332,0.8319924,-0.49948516,-0.18276499,-0.13827339,0,1.0
260,261,/content/drive/MyDrive/ReCirCor/training_data/training_data/49687_PV.wav,1,-7897.232,61.392082,257.67126,72.40551,-8.089123,-21.713036,-6.3922133,-2.6589725,19.448063,1.4374034,-5.0858636,-0.15456031,0.24414602,-0.4872438,-0.40014508,0.28235176,0.4158924,0.10147096,-0.15883285,0.090924606,0,1.0
261,262,/content/drive/MyDrive/ReCirCor/training_data/training_data/49687_TV.wav,1,-7553.14,490.04465,215.55646,-13.722737,44.2577,16.263058,-2.190387,-4.6117516,12.364064,0.9449004,-6.4191194,-0.15210249,0.9430316,-0.5845367,-1.0469652,0.050496418,0.41097164,-0.83218956,0.759136,-0.7726458,0,1.0
262,263,/content/drive/MyDrive/ReCirCor/training_data/training_data/49687_MV.wav,1,-6806.147,-111.81285,-148.33908,-110.807175,6.841802,26.648968,-0.4446871,-6.2057557,28.343836,2.0639594,13.775895,-0.010778554,0.15035488,-0.3722389,0.58543205,0.029319448,0.8865518,-1.0431149,0.31072935,-0.67964023,0,1.0
263,264,/content/drive/MyDrive/ReCirCor/training_data/training_data/49691_AV.wav,1,-8339.567,126.17918,21.41444,-24.417469,-19.26499,-12.400136,-1.9400116,-2.8515043,4.6252027,-0.57506,7.9830194,-0.3623869,0.9146542,-0.43467632,-0.93866575,-0.46750456,-0.60769475,0.03146873,0.313932,0.3147096,1,1.0
264,265,/content/drive/MyDrive/ReCirCor/training_data/training_data/49691_PV.wav,1,-7538.142,-106.11727,-248.42067,-60.891663,-29.037287,-6.942098,1.1203315,-1.6247387,-13.4509,-2.7128768,1.5862204,-0.26795956,0.58283997,0.05120547,0.92882246,-0.87475485,0.6003772,-0.13416997,0.2685091,0.25633782,1,1.0
265,266,/content/drive/MyDrive/ReCirCor/training_data/training_data/49691_TV.wav,1,-8860.674,-490.9295,55.376022,64.261116,-36.974392,-31.973492,-3.983739,0.1411262,-11.719583,-2.7197652,-4.1785617,-0.3602596,0.9237868,0.09382732,1.2230262,-0.72299504,0.19767988,0.0965382,0.80559224,0.09690754,1,1.0
266,267,/content/drive/MyDrive/ReCirCor/training_data/training_data/49691_MV.wav,1,-8669.263,-381.39877,-16.464962,-95.72458,-34.2793,-19.431997,2.234571,-3.7509398,15.777644,0.5508414,20.799734,-0.19028014,0.37075385,-0.07632462,0.42784682,0.30012062,0.07289992,-0.45154795,0.2589551,0.7944206,1,1.0
267,268,/content/drive/MyDrive/ReCirCor/training_data/training_data/49704_AV.wav,1,19651.926,10565.066,2283.233,1029.1213,354.6166,195.51773,48.421894,66.03966,-0.8271447,-14.4842005,-1.2739654,-2.1449528,-0.043256912,1.090934,0.5596141,-0.2529557,0.75817835,-0.10215057,-0.71266526,-0.89891785,0,0.0
268,269,/content/drive/MyDrive/ReCirCor/training_data/training_data/49704_MV.wav,1,87372.04,-10968.908,-7662.548,-2138.9304,8069.0337,4657.174,-265.01053,92.16398,30.373772,-90.62042,-1.963843,4.3007917,-0.7362545,-0.20509523,-0.2646615,-0.81505495,-0.92191464,-0.6733138,0.730134,0.5434751,0,1.0
269,270,/content/drive/MyDrive/ReCirCor/training_data/training_data/49712_AV.wav,1,-5314.0547,-202.80101,30.091698,74.698074,-30.84683,-7.609999,-5.287615,-0.5091655,-13.495488,-2.4792573,-0.60780984,-0.11990022,0.04551438,0.29153913,-1.3174623,-0.9926826,0.38916096,0.22885813,0.5993669,0.38863322,1,0.0
270,271,/content/drive/MyDrive/ReCirCor/training_data/training_data/49712_PV.wav,1,-1886.943,-12.0938,146.76094,-97.41196,49.33531,4.4578056,37.14194,17.221046,-13.502175,12.668397,-1.0983149,11.396624,-1.5928332,5.689318,0.1080175,-0.7557951,2.4209337,1.182178,2.1608887,0.72783273,1,1.0
271,272,/content/drive/MyDrive/ReCirCor/training_data/training_data/49712_TV.wav,1,16465.99,-6465.7925,-4066.9353,464.0497,-331.85138,8.892473,-16.11816,-1.0191183,-11.789373,-4.382494,-1.6694305,1.3035365,0.51476425,1.8160219,-0.18599248,1.1249261,0.3611913,0.24851346,0.7296539,0.641326,1,0.0
272,273,/content/drive/MyDrive/ReCirCor/training_data/training_data/49712_MV.wav,1,50407.887,-7301.7524,-3258.453,503.0208,-624.53107,-28.740807,-45.33234,-5.3954763,-10.275708,-9.537048,5.398648,0.94470084,0.076899715,1.7878078,-0.0905525,0.90455425,1.3669679,0.36494997,1.0420334,0.14550734,1,0.0
273,274,/content/drive/MyDrive/ReCirCor/training_data/training_data/49719_AV.wav,1,-8591.407,-429.76498,75.03234,56.591587,-30.381893,-27.48609,-3.4896266,-1.3446074,7.462254,-0.035993762,-6.9632354,-0.21954371,1.1033072,0.32235113,-1.3339802,-0.46696627,-0.6112301,0.081871666,0.22111557,-0.25520554,0,1.0
274,275,/content/drive/MyDrive/ReCirCor/training_data/training_data/49719_PV.wav,1,-8546.784,-252.45639,36.56592,-43.935707,47.820324,28.249874,-2.1856186,-1.2797203,-9.512562,-2.3323362,1.3807199,-0.1402579,0.78681326,-0.40901458,-0.89037865,-0.13136825,0.8706209,-0.12452218,0.07369451,-0.08984883,0,1.0
275,276,/content/drive/MyDrive/ReCirCor/training_data/training_data/49719_TV.wav,1,19387.662,-2423.4355,-644.4989,9.110288,-224.23119,9.158456,-9.00826,-3.5412915,-12.14536,-3.393663,1.993535,1.5880458,-0.96345943,1.6588719,-0.74300665,0.057058647,1.848433,0.90068746,1.1979012,0.82891035,0,0.0
276,277,/content/drive/MyDrive/ReCirCor/training_data/training_data/49719_MV.wav,1,-1589.6183,-406.181,67.85294,-0.90043175,49.196674,69.647575,-8.12073,-1.2501669,-8.387636,-3.2684605,0.033756908,-0.075979196,0.79832155,0.34838513,0.37057248,0.5668387,0.08369705,0.1533708,-0.1841048,0.4004544,0,0.0
