,Input,Wav filename,flag value,pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,pca_16,pca_17,pca_18,pca_19,Real Values,Predicted Values
94,95,23.wav,0,-2665.9,-143.44412,-53.10407,8.226049,-9.413393,-5.1395926,0.9902978,-0.79711497,-1.0221094,-2.6219347,-0.48159295,-0.81576127,-0.8541215,0.30190387,-0.50325227,0.1336316,-0.30192277,-0.52531683,0.094740026,0.61850387,1,0.0
95,96,11.wav,0,-2665.5942,-142.80446,-52.248817,8.671755,-9.112674,-5.3015327,1.1424499,-0.8720043,-0.48025766,-2.7349083,-0.3875375,-0.4342348,-0.12929474,0.6787182,-0.17314203,0.18563846,0.10157359,-0.10146081,0.11239136,-0.39831573,1,0.0
96,97,5.wav,0,-2666.9001,-143.72679,-53.294804,8.183483,-9.484795,-5.503708,0.9922395,-1.0203116,-1.4079881,-3.1585367,-0.0025350607,0.38576397,-0.41910732,-0.5185425,-0.3676181,0.050777767,0.9817731,0.41323048,-0.024370333,-0.3789086,0,0.0
97,98,2.wav,0,-2666.9038,-143.72676,-53.295193,8.177516,-9.477071,-5.4382253,0.9963061,-1.0087756,-1.42943,-2.2367945,0.49583018,0.5469803,0.22844256,-0.9706979,-0.47857985,-0.64741474,0.24096167,0.43169758,-0.3302638,-0.23881082,0,0.0
98,99,16.wav,0,-2666.8464,-143.69545,-53.260387,8.185978,-9.452852,-4.017841,0.66802436,-0.8603492,-1.2948786,-2.3455348,0.27596402,0.16800502,-0.45719567,-0.26019737,-0.41754308,0.15854083,-1.1303885,-0.82400906,0.18062948,-0.44627526,1,0.0
99,100,14.wav,0,-2666.8674,-143.71556,-53.285954,8.177252,-9.463932,-5.1777687,0.9058173,-0.78997386,-1.0474942,-1.5106925,0.0008439846,0.010578054,-1.1794058,-0.1347745,1.660991,1.0948608,-0.029840145,0.12760527,-0.9908484,0.11200109,0,0.0
100,101,/content/drive/MyDrive/ReCirCor/training_data/training_data/13918_AV.wav,1,-1741.8047,-200.20618,-51.79354,2.6443863,-7.608762,-1.2041775,-14.168779,0.22092272,0.33325624,2.4437764,-0.28948036,-0.74396116,0.46413097,-0.24484949,0.6059884,0.45977977,0.7179407,0.35513523,-0.0923279,0.13487647,1,0.0
101,102,/content/drive/MyDrive/ReCirCor/training_data/training_data/13918_PV.wav,1,-1653.322,75.80164,25.434956,-43.627846,20.876934,3.198868,5.725171,0.4043849,0.771748,2.4273696,-0.37607777,0.4779689,-0.9066668,0.99072427,-0.4257434,-0.0008911074,0.32392108,-0.45318794,-0.31756014,0.022689123,1,0.0
102,103,/content/drive/MyDrive/ReCirCor/training_data/training_data/13918_TV.wav,1,-1734.613,-183.41847,-34.503593,-2.171586,-5.0298676,2.9210758,-12.014331,-0.48047474,1.7363228,1.570215,-0.22876975,-1.0049485,0.58909696,-0.78700954,0.25170314,0.6770934,-0.16559486,0.14723201,0.21010654,0.76575214,1,0.0
103,104,/content/drive/MyDrive/ReCirCor/training_data/training_data/13918_MV.wav,1,-2005.9132,-105.073555,-16.86715,-6.187306,-1.0312519,0.5235125,3.7691321,-0.019769218,0.480336,3.863564,0.032160975,-0.8020094,0.65608144,-0.7810114,-0.4168914,-0.3121362,0.15703446,-0.44408295,-0.32189742,-0.3693509,1,0.0
104,105,/content/drive/MyDrive/ReCirCor/training_data/training_data/14241_AV.wav,1,-1560.9106,55.827454,187.34221,-42.705936,11.65647,1.8308446,-3.2891383,0.6595297,0.43685186,1.5852605,-0.71949065,-0.09670172,0.10688153,1.0584741,-0.63388836,0.42403024,-0.14027913,0.47980303,-0.5856355,-0.33908543,1,0.0
105,106,/content/drive/MyDrive/ReCirCor/training_data/training_data/14241_PV.wav,1,-835.27466,-199.7623,167.83722,19.799427,5.3338284,-0.20013578,-0.2791134,2.195494,-1.5713395,2.4988098,0.3728558,-1.0189778,0.43829095,0.57041293,-0.11160729,0.3213834,-0.033278015,0.21583705,-0.7344361,-0.19128715,1,0.0
106,107,/content/drive/MyDrive/ReCirCor/training_data/training_data/14241_TV.wav,1,-1041.566,281.46817,955.9468,107.57557,-52.591476,4.864546,-0.2971925,6.4945393,-7.4479413,1.3250101,1.0908656,-0.1071469,-0.4192103,0.61709195,0.36139908,-0.3106425,-0.8061747,-0.18036266,-0.021295402,0.14604962,1,0.0
107,108,/content/drive/MyDrive/ReCirCor/training_data/training_data/14241_MV.wav,1,12914.74,50.78616,-82.80606,-29.23617,3.317456,5.1138096,-0.17663491,0.75559783,-3.3365953,1.1982476,0.4421914,0.3003713,-0.51767445,0.6165141,-0.023668025,-0.24875306,-0.20719744,-0.7908644,-0.11497774,-0.13833255,1,1.0
108,109,/content/drive/MyDrive/ReCirCor/training_data/training_data/14998_AV.wav,1,-1221.622,58.919945,22.913252,-11.753509,9.0399,-5.047433,-0.22932228,0.11450193,2.3569853,3.8617435,-0.42005295,0.3401235,-0.715118,0.87884194,-0.9690942,0.07382389,0.61281556,-0.8121202,-0.50952965,0.067201965,0,0.0
109,110,/content/drive/MyDrive/ReCirCor/training_data/training_data/14998_PV.wav,1,-1771.9534,245.84659,110.30222,-36.18412,31.253592,-5.116996,2.9094725,0.230038,3.9708211,2.4450414,-0.56208396,0.74858165,-0.5544026,0.9944767,-0.6815296,-0.29512227,0.33951932,-0.82200634,-0.46720892,-0.32541862,0,0.0
110,111,/content/drive/MyDrive/ReCirCor/training_data/training_data/14998_TV.wav,1,4815.2993,1072.7084,205.03285,-188.6927,107.01312,-6.0160165,6.5314226,4.246656,0.120996766,0.46615472,-0.14603063,-0.37293878,-0.45210847,-1.0103014,-0.054707214,0.26101008,-0.004146622,-0.09390733,0.1833017,-0.6213387,0,1.0
111,112,/content/drive/MyDrive/ReCirCor/training_data/training_data/14998_MV.wav,1,21634.201,2954.236,82.82667,-98.125275,68.087845,-7.143359,2.1063151,3.7723987,0.80526483,-1.8530124,-0.7578731,0.29915607,-0.47665372,-0.42657316,-0.6615514,0.6909992,0.105014324,-0.1785046,0.050841678,0.14331937,0,1.0
112,113,/content/drive/MyDrive/ReCirCor/training_data/training_data/23625_AV.wav,1,3666.9128,1182.4424,-125.29889,2.584267,12.370814,4.4178586,-0.14180678,1.2253968,0.5459855,0.35930955,0.016481115,0.4334119,0.4533907,0.28123215,-0.16485237,0.06004121,-0.31508842,0.60048586,0.20538042,-0.5194407,0,1.0
113,114,/content/drive/MyDrive/ReCirCor/training_data/training_data/23625_PV.wav,1,707.5368,295.2498,-81.22951,18.546635,-6.221037,2.3110516,-0.30779865,-0.08175917,0.39824528,2.6914625,0.20397082,-0.6661371,0.7703834,-1.0375463,0.114276744,-0.10528418,-0.21100588,-0.7135773,-0.22825933,-0.022306321,0,1.0
114,115,/content/drive/MyDrive/ReCirCor/training_data/training_data/23625_TV.wav,1,-680.3269,339.193,0.08820963,-18.964066,10.507763,13.754921,13.373521,0.1693227,-0.42870182,1.1238056,0.19011325,0.76493585,-0.29955757,-0.058954984,-0.06608282,-0.3741221,-0.9385703,0.7988319,0.66510427,-0.529175,0,0.0
115,116,/content/drive/MyDrive/ReCirCor/training_data/training_data/23625_MV.wav,1,-2566.1594,-121.57233,-55.038567,8.437108,-9.001811,-0.869697,-24.596117,0.32387766,0.18175378,1.5441005,0.30082032,1.3202125,0.66270906,0.3824106,0.52987695,-0.06163311,0.24867375,-0.5927177,0.38248664,1.5854224,0,0.0
116,117,/content/drive/MyDrive/ReCirCor/training_data/training_data/24160_AV.wav,1,378.59033,165.00491,-50.638447,10.90746,3.9983096,10.855045,5.5970674,0.22843572,-0.29424202,1.6826023,-0.0047855275,-0.27392572,0.1523017,-0.23717454,0.00983505,-0.17281537,0.25717986,-0.15514015,-0.14268945,-0.32018057,0,1.0
117,118,/content/drive/MyDrive/ReCirCor/training_data/training_data/24160_PV.wav,1,-1284.5538,24.970846,-89.06291,24.395773,-12.487979,6.6243715,13.386275,-0.86622316,0.3116608,3.1158895,0.19852562,1.0418204,-0.5359797,0.43663666,0.08684828,0.18728212,-0.5233132,0.07636449,0.5485873,0.49770433,0,0.0
118,119,/content/drive/MyDrive/ReCirCor/training_data/training_data/24160_TV.wav,1,-2443.976,-143.3286,-46.935917,2.8545191,-6.7631526,23.90352,-4.1709347,-0.5465681,0.012679308,-0.3081515,-0.006107806,-1.0025225,0.97288114,-0.88637114,0.2739996,-0.37558767,0.16882418,-0.33319116,-0.06822984,0.8961281,0,0.0
119,120,/content/drive/MyDrive/ReCirCor/training_data/training_data/24160_MV.wav,1,-1021.52954,102.84122,62.61934,-2.7979307,6.659814,25.229002,0.12899055,0.49034217,-0.7175516,-0.5851261,-0.11066781,-0.40872243,-0.17986688,0.00065702514,-0.510893,0.73710614,-0.29088005,0.121404335,0.22046362,0.27238658,0,0.0
120,121,/content/drive/MyDrive/ReCirCor/training_data/training_data/2530_AV.wav,1,77646.586,3794.264,-1204.4462,181.23051,-84.471245,-4.745921,1.1257946,-1.7539939,-8.510017,-1.7578317,1.2509217,-0.50744057,0.49761704,-0.06718658,0.41392428,-0.61581624,0.42213082,-0.55555034,0.1793466,0.05031394,0,1.0
121,122,/content/drive/MyDrive/ReCirCor/training_data/training_data/2530_PV.wav,1,-2183.1436,-18.457699,-22.0665,-6.448121,-0.3800129,-1.2434334,8.947506,-0.11452718,-0.21956854,3.2285287,0.33591568,1.9635942,-0.5962685,0.24677025,1.2089957,-0.7912684,0.40666056,-0.09795774,0.45520723,-0.4164798,0,0.0
122,123,/content/drive/MyDrive/ReCirCor/training_data/training_data/2530_TV.wav,1,-2023.5731,-126.632545,-15.986216,-1.8389144,-3.2498078,7.5591173,16.275585,-0.64225703,0.18387753,2.9931526,0.5730422,-0.25885624,0.8100761,-1.3711609,0.9549744,-0.681859,-0.5468483,-0.2214124,-0.03997134,-0.14716661,0,0.0
123,124,/content/drive/MyDrive/ReCirCor/training_data/training_data/2530_MV.wav,1,-2064.2065,63.58525,-9.954378,-5.3378053,0.1131783,1.1334896,-15.325085,0.584238,0.64579797,2.4304833,-0.38342926,0.45034966,-0.678671,0.6083601,-0.35883102,-0.25080338,0.70458364,-0.8314039,-0.060828168,0.20901538,0,0.0
124,125,/content/drive/MyDrive/ReCirCor/training_data/training_data/29045_AV.wav,1,-2628.8708,-118.600204,-41.990173,5.9700656,-7.7588067,-4.515414,-4.8151226,0.10095968,0.328818,4.831521,-0.011436035,-0.6891387,0.9361322,-0.9468368,-0.5298939,0.07979524,0.5400431,-0.20053674,0.011373101,-0.30723947,1,0.0
125,126,/content/drive/MyDrive/ReCirCor/training_data/training_data/29045_PV.wav,1,-2492.243,-119.11551,-42.44056,5.9492407,-7.313752,-3.2550647,-1.5447372,-0.16717927,0.26908547,4.034734,-0.2935808,-0.28566855,-0.6656157,0.08763244,-0.8269692,0.81473154,0.039556477,0.73239875,0.089240864,-0.42671224,1,0.0
126,127,/content/drive/MyDrive/ReCirCor/training_data/training_data/29045_TV.wav,1,-2387.3723,-107.86843,-37.93261,4.1212664,-6.115311,-2.984276,4.011637,-0.06820576,0.15070023,4.720198,-0.0011400732,-0.75306845,0.36857936,-1.0283974,-0.27485886,0.35891485,0.10650493,-0.34972692,-0.16388735,0.24802507,1,0.0
127,128,/content/drive/MyDrive/ReCirCor/training_data/training_data/29045_MV.wav,1,-2639.531,-133.25578,-47.353115,7.1841874,-8.682723,-4.7836175,-6.195304,0.09497776,0.17463829,5.1357207,0.12169111,1.0169779,-0.41166735,0.2036696,-0.6631383,0.58754516,0.33071598,-0.6645365,0.335566,0.4248662,1,0.0
128,129,/content/drive/MyDrive/ReCirCor/training_data/training_data/31737_AV.wav,1,-1989.8782,20.953999,8.219824,-18.34061,9.347715,-1.5619222,-1.877127,0.4167294,1.601742,1.6191553,0.56951916,-0.58952236,0.072037674,-0.6160496,0.91255313,-0.4934521,0.11557846,0.48712897,0.28519082,-0.47558758,0,0.0
129,130,/content/drive/MyDrive/ReCirCor/training_data/training_data/31737_PV.wav,1,-1266.691,-27.773838,-35.980927,8.736201,-1.6150463,4.9888935,8.618614,-0.95062345,1.4031045,3.5833127,-0.081103496,-0.48445407,0.32490048,-1.0974691,-0.2255068,0.6652751,0.026844693,-0.638966,0.052928574,0.7140815,0,0.0
130,131,/content/drive/MyDrive/ReCirCor/training_data/training_data/31737_TV.wav,1,-530.04297,-321.3694,-61.540478,-10.972306,-1.8296233,8.58442,11.2105665,-0.5906752,1.1766518,3.338966,-0.38181603,-1.7397839,0.19832744,-1.0785961,-0.5390698,0.74692345,-0.028471218,-0.4498938,-0.4688889,0.8046712,0,0.0
131,132,/content/drive/MyDrive/ReCirCor/training_data/training_data/31737_MV.wav,1,-1714.0464,-88.86586,-48.04847,8.012378,-8.410159,22.103722,5.8993254,-0.53308654,0.16390915,1.3481456,-0.43481222,-1.1659124,0.3452824,-0.27980095,-0.53989714,0.92854697,0.2481726,-0.3349103,-0.29951522,0.7992136,0,0.0
132,133,/content/drive/MyDrive/ReCirCor/training_data/training_data/33151_AV.wav,1,-2444.643,-152.98448,-42.543118,0.62757975,-6.126691,6.600361,-5.553963,-0.22900677,0.064195864,1.2100593,0.024303485,-1.1140122,1.3785589,-0.65788597,0.54305845,-0.35118085,-0.004918144,0.11342544,-0.2983323,0.20404467,1,0.0
133,134,/content/drive/MyDrive/ReCirCor/training_data/training_data/33151_PV.wav,1,-2620.9407,-131.11345,-50.632698,7.466748,-8.8894825,-3.2631128,4.2799764,-0.24253152,-0.21881013,4.4847803,0.24422595,1.2526362,-0.42520306,0.59560233,-0.16498417,-0.48704553,-0.04116492,-0.51434505,0.14514978,0.36963347,1,0.0
134,135,/content/drive/MyDrive/ReCirCor/training_data/training_data/33151_TV.wav,1,-2567.8318,-116.253654,-41.372787,5.198396,-7.2921047,-3.8804626,2.6735077,-0.21847753,-0.14755425,3.5042245,0.24257162,1.4488639,-0.45998856,0.5985985,0.6222226,-0.83436996,0.34596455,-0.41057163,0.22179087,0.2679573,1,0.0
135,136,/content/drive/MyDrive/ReCirCor/training_data/training_data/33151_MV.wav,1,-2065.0955,102.84818,5.921507,-23.220009,8.619212,-1.6640835,-4.511332,0.34391713,0.4844549,2.614228,-0.24924614,0.88927,-0.6701928,0.5764954,-0.14054823,-0.651471,0.41401932,-0.609101,-0.022528552,-0.0071043214,1,0.0
136,137,/content/drive/MyDrive/ReCirCor/training_data/training_data/36327_AV.wav,1,-2620.6995,-140.16621,-52.928623,8.118664,-9.311143,-4.5239806,-0.32692933,-0.11371599,-0.22947434,5.231334,0.4216687,1.2421927,-0.5724143,-0.66705406,-0.35547838,0.72303647,-0.07432933,0.3569769,1.1016488,0.59103,1,0.0
137,138,/content/drive/MyDrive/ReCirCor/training_data/training_data/36327_PV.wav,1,-2559.5,-133.18173,-52.606106,7.8270874,-8.808344,-3.2678707,2.7955248,-0.12689391,-0.0772429,5.7794094,0.16668965,-0.522051,-0.2706652,-1.4671484,-1.1329261,0.16763805,-0.28112033,0.056228653,0.66495067,-0.14697696,1,0.0
138,139,/content/drive/MyDrive/ReCirCor/training_data/training_data/36327_TV.wav,1,-2524.8674,-144.2141,-57.76153,9.519636,-10.168428,-4.099982,1.3301309,-0.16383208,-0.20605892,5.780484,0.06426932,-0.10229903,-1.5781018,-1.1863756,-1.5622525,0.8661362,-0.6357989,0.65911627,1.0364513,-0.029741678,1,0.0
139,140,/content/drive/MyDrive/ReCirCor/training_data/training_data/36327_MV.wav,1,-2399.213,-143.8403,-58.912983,8.753332,-9.886221,15.460504,-15.396247,-0.033685766,-0.036170036,1.9962323,-0.45804203,-0.6143816,-1.8780553,-0.47785115,-2.083962,0.4100735,0.4823005,-0.19794264,0.6728048,0.012476734,1,0.0
140,141,/content/drive/MyDrive/ReCirCor/training_data/training_data/38337_AV.wav,1,-1116.8923,828.36115,271.28235,-99.23814,60.1048,-3.4803421,3.0126877,1.380338,4.4638495,0.4821931,-0.14704372,-0.08558918,0.007540749,0.77355087,-0.7904552,0.463259,0.29376906,0.4938013,-0.1158209,-0.20010197,0,0.0
141,142,/content/drive/MyDrive/ReCirCor/training_data/training_data/38337_MV.wav,1,-2349.0002,-58.25264,7.243041,8.292733,-5.4009337,-4.597794,1.348973,0.4651709,0.28718135,4.278801,-0.34225935,0.1279293,-0.432806,1.6420927,-0.8128343,-0.23890294,1.373977,-0.18931815,-0.69248307,-0.106651284,0,0.0
142,143,/content/drive/MyDrive/ReCirCor/training_data/training_data/39043_AV.wav,1,-1830.5887,-113.06824,-42.386887,1.5513755,-5.302998,-3.0709898,-3.437482,0.043184966,-0.015247054,2.9784505,0.12255697,-1.0562567,1.1871253,-1.1393625,0.57593846,-0.33801004,0.29043034,0.08160933,-0.1547332,-0.051243946,0,0.0
143,144,/content/drive/MyDrive/ReCirCor/training_data/training_data/39043_PV.wav,1,-1917.023,2.5021217,-38.41364,1.227164,-4.036772,16.051018,-4.8368654,-0.20050938,0.27929726,0.42042008,-0.16002634,0.1790297,0.0061361045,0.7366961,0.018164849,-0.22693679,0.36510175,-0.57328624,-0.44894236,-0.025510563,0,0.0
144,145,/content/drive/MyDrive/ReCirCor/training_data/training_data/39043_TV.wav,1,-1686.8401,82.74533,6.7181096,-19.170982,9.340438,8.421687,3.5281305,-0.7635989,1.7095538,0.96230835,0.31586382,-0.12089203,0.46664086,-0.8221355,0.62227196,-0.6090441,-0.4914655,-0.057718154,-0.2126477,-0.7318011,0,0.0
145,146,/content/drive/MyDrive/ReCirCor/training_data/training_data/39043_MV.wav,1,-1274.8893,-69.52373,-70.93078,8.2315235,-8.850991,3.9722407,-11.586657,-0.036617618,0.056179833,2.3100636,-0.008748317,0.6924732,-0.061453816,0.5694454,-0.4010111,0.3407315,0.3738479,-0.23825581,0.32789293,0.2675425,0,0.0
146,147,/content/drive/MyDrive/ReCirCor/training_data/training_data/39403_AV.wav,1,-241.41684,-18.754139,-99.67885,28.762129,-18.359352,1.2828609,4.387912,-0.5945171,-0.19952963,3.4052715,0.33648804,0.4859723,0.17977865,-0.20130266,0.24637179,-0.13136996,-0.15545303,0.68115896,0.227126,-0.25825542,0,0.0
147,148,/content/drive/MyDrive/ReCirCor/training_data/training_data/39403_PV.wav,1,-926.55756,185.51826,-0.25404266,-6.056819,8.646689,-1.9014236,0.9954758,-1.7975199,24.516548,-2.7425504,14.219218,-1.96872,-1.2011834,1.2566218,-0.31443685,-0.054883018,0.07439865,0.21844865,-0.02714963,0.22755079,0,0.0
148,149,/content/drive/MyDrive/ReCirCor/training_data/training_data/39403_TV.wav,1,3560.964,1305.5326,-91.004974,3.8914905,25.89036,-6.0024114,4.6733723,7.5019836,6.054722,-0.24686483,-2.008061,0.40848193,1.3131324,-1.4186754,0.71175414,-0.27599913,-0.36095384,0.3730234,-0.69215506,0.04239613,0,1.0
149,150,/content/drive/MyDrive/ReCirCor/training_data/training_data/39403_MV.wav,1,2421.0027,-302.62823,-76.18813,15.257595,-21.872257,-1.6888759,-1.4519488,0.10231627,-0.57472426,2.8109987,-0.09445506,0.7304221,-0.36625332,0.7311831,0.61563975,-0.46283752,0.19764301,0.11482271,-0.19470713,-0.16864415,0,1.0
150,151,/content/drive/MyDrive/ReCirCor/training_data/training_data/40058_AV.wav,1,26900.824,1430.7115,-808.076,345.38065,-199.84297,4.922705,-2.0268958,-5.5744076,-2.8455067,4.236596,0.13417637,-0.32247952,0.104820505,0.34320077,0.08119336,0.37137935,-0.22996274,0.13794453,-0.04106579,0.15197176,0,1.0
151,152,/content/drive/MyDrive/ReCirCor/training_data/training_data/40058_PV.wav,1,-2045.0406,-26.793303,-56.176353,5.316047,-5.3924484,3.0357769,8.994783,-0.2636943,0.010933292,3.7041855,0.119148344,-0.7239114,0.5821574,-0.741787,-0.13496725,-0.06786236,-0.25199693,0.09583073,-0.1656043,-0.30399084,0,0.0
152,153,/content/drive/MyDrive/ReCirCor/training_data/training_data/40058_TV.wav,1,-1203.4562,-78.21452,-81.51621,14.09149,-12.784624,-2.9278557,2.4353714,-0.24894011,-0.41189495,4.8804255,0.25316015,0.89956224,-1.3943913,-0.34825367,-0.19422789,0.3358877,0.0057718814,-0.3117267,0.5142051,0.2668568,0,0.0
153,154,/content/drive/MyDrive/ReCirCor/training_data/training_data/40058_MV.wav,1,-337.8944,691.2363,1.2262614,20.626127,4.894634,11.946424,-3.1346173,1.5885744,-0.22351019,0.6892459,-0.0070291325,-0.6001149,-0.014551658,-0.49922764,-0.3583445,0.26801684,0.1924467,0.06361434,0.007027125,-0.33415505,0,0.0
154,155,/content/drive/MyDrive/ReCirCor/training_data/training_data/40798_AV.wav,1,12203.01,1728.7748,185.5666,-98.79035,69.576004,-3.4436822,-0.3534321,3.3363228,-0.26922193,-0.59720373,-0.24542207,0.20770784,-0.43646687,-0.41545013,-0.409974,0.74206305,-0.39758497,0.21011381,-0.06888133,-0.21516345,0,1.0
155,156,/content/drive/MyDrive/ReCirCor/training_data/training_data/40798_PV.wav,1,-390.52786,210.64862,99.40041,-76.72364,37.20862,4.9280257,-5.519692,1.4558643,-0.034613192,1.0454953,-0.17961916,0.51016,-0.5420267,0.27793473,-0.40031618,0.03613761,-0.011435975,-0.024304852,0.10801287,-0.59274864,0,0.0
156,157,/content/drive/MyDrive/ReCirCor/training_data/training_data/40798_TV.wav,1,3433.4116,372.42352,302.7035,-178.57478,87.42943,0.35369965,2.1313798,4.4821353,-2.0616841,0.22418617,0.57290894,-0.29628083,0.64070773,-1.2370481,0.6220164,0.06084404,0.05877871,-0.49242103,-0.24384803,0.34705716,0,1.0
157,158,/content/drive/MyDrive/ReCirCor/training_data/training_data/40798_MV.wav,1,24798.004,-1215.8612,-267.6214,-104.59345,9.79441,2.784936,-0.116549,-0.11081516,-6.502412,2.4476554,1.4510796,-1.0927817,-0.5316044,0.38847345,0.047416028,0.6593094,-0.119389355,-0.15135245,0.26904666,-0.08096631,0,1.0
158,159,/content/drive/MyDrive/ReCirCor/training_data/training_data/40840_AV.wav,1,-2427.839,-124.33477,-45.065937,6.8100457,-7.9366207,-4.8044567,-0.97293574,-0.036342446,0.17462467,4.2268047,-0.34209883,-0.19832885,-0.32866728,0.52131546,-0.6176363,0.4201378,0.33375496,0.39388543,-0.070367955,0.0615059,1,0.0
159,160,/content/drive/MyDrive/ReCirCor/training_data/training_data/40840_PV.wav,1,-2468.0457,-35.41461,0.08941348,1.7198309,0.07901391,-5.1306834,1.2190683,0.16976823,1.9311581,3.5873396,-0.4737482,-1.0524251,1.193251,-0.07679581,-0.05132351,-0.1963826,0.74931157,0.055411495,-0.69081366,-0.3223867,1,0.0
160,161,/content/drive/MyDrive/ReCirCor/training_data/training_data/40840_TV.wav,1,-2337.1,-88.484314,-35.958534,10.2121315,-7.4960375,-2.3693442,7.19617,-0.39531317,-0.0089882435,3.823775,0.021087948,0.3024244,-0.5240392,-0.020792538,0.24032499,0.24033959,-0.33992615,0.49613622,0.2760957,0.1397906,1,0.0
161,162,/content/drive/MyDrive/ReCirCor/training_data/training_data/40840_MV.wav,1,-2478.8538,-144.02618,-56.513092,8.389327,-9.515953,-2.047872,5.936667,-0.29768065,-0.052338336,5.3944416,0.14592934,-0.7486091,0.21152984,-1.4062825,-0.75899297,0.45008582,-0.077204175,-0.3494371,0.17847836,0.58098364,1,0.0
162,163,/content/drive/MyDrive/ReCirCor/training_data/training_data/43852_AV.wav,1,-139.60385,1760.5789,3460.8896,227.827,-171.60123,-1.503504,1.125522,12.2866125,-11.065336,-0.96841186,1.4792179,-0.16091435,0.04861137,-0.31140912,0.14973842,-0.085748225,-0.10851273,-0.16260405,0.51111394,0.077758625,0,1.0
163,164,/content/drive/MyDrive/ReCirCor/training_data/training_data/43852_PV.wav,1,-1997.2318,-54.951054,-40.37606,13.628988,-6.986269,-1.7299842,9.919862,-0.5565592,1.42467,4.1057773,-0.07310403,-0.75536287,0.30270007,-0.08701937,-0.65876037,0.28320813,-0.36812365,-0.032461397,-0.20800605,-0.20137082,0,0.0
164,165,/content/drive/MyDrive/ReCirCor/training_data/training_data/43852_TV.wav,1,-2042.2239,-59.614876,-44.48833,9.3421955,-5.0852585,-3.161474,5.070574,-0.6682491,1.0296458,4.736112,0.13203162,-0.8886439,0.55661,-0.91340846,-0.47489226,0.3723314,-0.31778365,-0.6551618,-0.21373956,0.18617727,0,0.0
165,166,/content/drive/MyDrive/ReCirCor/training_data/training_data/43852_MV.wav,1,21657.303,-2410.3813,545.78723,799.80084,515.2785,-0.1083389,-1.0336505,-10.149622,-1.44598,0.5373874,-0.055846673,0.19150405,-0.07395562,-0.17136987,-0.17507865,0.089815706,-0.11765606,0.049921557,-0.09217297,-0.0012512908,0,1.0
166,167,/content/drive/MyDrive/ReCirCor/training_data/training_data/44514_AV.wav,1,1269.5817,654.79205,32.690933,-34.186302,17.804579,-1.7217863,3.1890492,-0.96086514,1.6349043,1.541921,-0.48016012,1.0114502,-0.38488984,-0.10282372,0.27996737,-0.048775945,-0.7982656,0.43260214,0.2091112,-0.27274585,1,1.0
167,168,/content/drive/MyDrive/ReCirCor/training_data/training_data/44514_PV.wav,1,10256.124,-1975.41,-68.94878,-146.85564,18.938671,-2.788724,0.5719991,-0.65819836,-4.2348366,2.7219017,-0.3060793,-1.505796,-0.1406179,0.92606145,0.87086993,0.21618876,0.5120448,0.4427654,0.99597317,0.12530494,1,1.0
168,169,/content/drive/MyDrive/ReCirCor/training_data/training_data/44514_TV.wav,1,4567.93,-311.77344,21.487066,-84.57083,24.29081,1.7175915,1.2454827,0.49882364,-1.2766768,2.8387327,0.08569388,-0.4245028,-1.2209116,-0.59606016,-0.46726906,1.2858201,-0.76684594,0.044100285,0.31185734,0.041289445,1,1.0
169,170,/content/drive/MyDrive/ReCirCor/training_data/training_data/44514_MV.wav,1,4398.259,866.79803,76.93681,-7.988892,9.819978,-2.717885,-1.652787,1.5931778,-0.2715881,1.7901059,-0.13596877,-0.08471756,-0.63409394,-0.26454213,-0.13363935,0.7298055,-0.059417874,0.6745016,0.48155648,0.26669058,1,1.0
170,171,/content/drive/MyDrive/ReCirCor/training_data/training_data/45843_AV.wav,1,-2588.4614,-131.23073,-47.647297,7.53148,-7.9028726,-1.1807492,2.821989,-0.24104384,0.39550316,4.671022,0.032010358,-0.552316,0.5340663,-0.37682378,-0.94618434,0.6520671,-0.38771364,-0.34331167,0.05039887,0.4106434,1,0.0
171,172,/content/drive/MyDrive/ReCirCor/training_data/training_data/45843_PV.wav,1,-2202.365,-141.7906,-51.842216,8.268588,-6.3089385,8.96109,-7.8635993,-0.42305222,0.6788522,1.4512457,-0.21035688,-1.753798,0.6180487,-0.5480314,-0.720817,-0.6955634,-0.39783934,-0.5036511,-0.56116086,-0.36361107,1,0.0
172,173,/content/drive/MyDrive/ReCirCor/training_data/training_data/45843_TV.wav,1,-2353.9531,-81.044075,-26.504555,3.5538626,-5.2214046,-4.811101,-2.2807133,-0.061372817,0.09364893,3.1427145,0.0107531175,-0.45805743,0.28036907,-0.6717961,0.63286567,0.051065847,0.0026387973,0.020144539,0.120458916,-0.32998332,1,0.0
173,174,/content/drive/MyDrive/ReCirCor/training_data/training_data/45843_MV.wav,1,-2237.8206,-76.73326,-33.453506,2.6117082,-5.3088555,-4.5688424,0.76420844,0.05092647,0.27968916,4.410019,-0.5008879,0.33614966,-0.55508316,1.0418923,-0.65858984,0.39870486,1.1938993,-0.37479398,-0.47007856,0.16085492,1,0.0
174,175,/content/drive/MyDrive/ReCirCor/training_data/training_data/46065_AV.wav,1,854.7775,57.567448,-116.03916,29.008528,-11.607148,-5.238223,-0.11813097,0.349007,1.6837839,0.91728324,-1.1001661,-1.0935771,-0.16230899,1.6524776,1.7109913,-0.07897381,1.1730682,0.7795335,1.5163363,0.34375286,1,1.0
