,Input,Wav filename,flag value,pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,pca_16,pca_17,pca_18,pca_19,Labels
304,305,/content/drive/MyDrive/ReCirCor/training_data/training_data/49963_TV.wav,1,-0.099917606,0.0888258,0.32449716,0.26704684,0.00020060662,-0.027704857,0.17114325,0.09607162,-0.22779533,-0.10496564,0.17971925,0.018853331,-0.014562997,0.07818712,0.065890625,-0.03852517,0.041764114,0.06162568,0.026061885,0.0149339875,0
726,727,/content/drive/MyDrive/ReCirCor/training_data/training_data/50263_TV_1.wav,1,-0.2787715,0.11862726,0.13151716,0.1584631,0.14352086,-0.14270113,0.07661928,-0.05105428,0.08886112,-0.0020101476,0.2732022,-0.08028844,-0.29016176,0.13048032,0.04164001,-0.024959052,-0.038507923,0.00041942252,-0.014820914,-0.004339679,0
818,819,/content/drive/MyDrive/ReCirCor/training_data/training_data/50317_TV.wav,1,-0.5587311,0.22131358,-0.10940178,0.22373639,-0.11672981,0.4380326,-0.0016559397,0.021831697,0.050663453,0.0041707694,0.41808313,-0.06142037,0.1343127,0.10230808,-0.20195189,-0.04512948,-0.1781825,-0.018133521,0.0065133134,0.011104843,0
936,937,/content/drive/MyDrive/ReCirCor/training_data/training_data/50619_MV.wav,1,-0.38844672,-0.03499965,-0.30446094,-0.35951877,-0.41022256,0.003236586,0.017387344,0.24862728,0.01127269,0.13509767,-0.043164983,0.094205335,0.12355855,-0.043854814,-0.090592556,0.1103669,-0.20293105,-0.015190778,0.03235559,-0.09250597,0
199,200,/content/drive/MyDrive/ReCirCor/training_data/training_data/49719_MV.wav,1,0.16757697,-0.08973767,0.23546737,-0.017224418,-0.1768769,-0.1651765,0.0039782594,-0.09171892,-0.12222068,-0.03741323,0.10066425,-0.05770407,0.014070038,-0.10628625,0.12517203,-0.040124614,0.033683453,0.06748583,-0.04840716,0.015259306,0
516,517,/content/drive/MyDrive/ReCirCor/training_data/training_data/50109_PV.wav,1,-0.065814815,0.1177885,0.2898945,0.40328044,0.09098407,0.06620662,0.07408915,-0.14868328,-0.301211,0.07370189,0.16758013,-0.18125813,-0.059563648,-0.0049496177,0.056883845,-0.037065867,-0.029229881,0.06420564,-0.03622278,0.03410251,0
968,969,/content/drive/MyDrive/ReCirCor/training_data/training_data/50646_MV.wav,1,0.63413095,-0.2886294,0.20833537,-0.07437864,-0.027688494,0.3152766,-0.37596053,0.11867788,-0.21704184,0.15952119,0.052371126,-0.07394316,-0.16519202,0.50161433,0.10089757,0.16423836,-0.113405846,0.08344057,-0.08431372,-0.06981096,0
789,790,/content/drive/MyDrive/ReCirCor/training_data/training_data/50298_PV.wav,1,-0.52450025,0.17733058,0.09452336,0.08927646,-0.08548752,0.7330218,-0.42671174,-0.12896532,0.16312803,-0.30580047,-0.024268301,-0.09553921,0.07014253,0.05410245,-0.03553717,-0.16882582,0.12202001,-0.15805897,0.11971137,-0.021858763,0
48,49,/content/drive/MyDrive/ReCirCor/training_data/training_data/29045_PV.wav,1,0.05976445,-0.1124275,0.3898904,-0.22556812,-0.29410338,-0.59509665,-0.050207,0.26110536,-0.02586396,0.007663269,0.21352592,-0.060886867,0.14167233,0.05502947,-0.031015491,0.05710277,-0.14094135,0.08916502,-0.030541219,0.0017108575,1
316,317,/content/drive/MyDrive/ReCirCor/training_data/training_data/49974_MV.wav,1,0.03153737,-0.06848021,-0.4340747,-0.0012865223,0.44002712,-0.03925136,0.02373369,0.09669117,-0.06271076,0.05070008,-0.08980157,0.15260155,-0.054243002,0.094978064,0.0053588618,-0.01686799,-0.071118,0.071655355,-0.032719143,-0.16412573,0
169,170,/content/drive/MyDrive/ReCirCor/training_data/training_data/49659_PV.wav,1,-0.1643299,0.048767462,-0.396714,0.16902755,0.46582165,-0.0150688505,0.17096594,-0.18701792,-0.14845286,0.020289259,-0.015973954,-0.095048435,0.16592887,-0.20452526,0.15712842,0.009003353,-0.02270149,-0.055530485,0.081971794,-0.076015756,0
502,503,/content/drive/MyDrive/ReCirCor/training_data/training_data/50100_AV.wav,1,-0.07015168,-0.0607746,-0.37926358,0.0071619144,-0.18371919,0.23065169,0.15028158,-0.12417225,-0.251493,0.16521378,-0.0597513,0.048056643,0.0089378515,0.13474594,-0.06771913,-0.048602715,-0.010432933,-0.15505575,0.06135072,-0.13211893,0
84,85,/content/drive/MyDrive/ReCirCor/training_data/training_data/40840_MV.wav,1,-0.42614648,-0.00886406,-0.2934221,-0.4264725,-0.5969332,-0.24334571,0.060512643,0.13255785,0.371439,-0.041662246,-0.14091188,-0.034054723,-0.11096616,0.1846005,-0.006511861,0.09965718,0.22272804,-0.11065475,-0.0062833102,-0.024430687,1
420,421,/content/drive/MyDrive/ReCirCor/training_data/training_data/50048_TV.wav,1,-0.26056573,-0.027798139,-0.110936485,-0.2445697,-0.33817425,0.07689274,0.18948403,0.15017304,0.080050275,-0.077776626,-0.2100444,-0.22753751,-0.113292806,-0.018710451,-0.09666501,0.007812812,-0.12205405,-0.027077926,0.056349326,0.037004344,0
452,453,/content/drive/MyDrive/ReCirCor/training_data/training_data/50070_MV.wav,1,-0.12354537,-0.035638236,0.07177216,-0.089549325,0.20543803,-0.094146654,-0.11798211,0.048369315,-0.08815023,-0.0055459226,-0.08830753,-0.12460294,0.09675427,-0.11359051,-0.02238595,-0.0011134015,-0.07319427,-0.026602415,0.049483992,-0.029681794,0
795,796,/content/drive/MyDrive/ReCirCor/training_data/training_data/50299_MV.wav,1,-0.32591784,0.05010402,0.5716654,-0.035019785,0.058652204,0.14680174,-0.17946725,-0.064346544,-0.14074977,-0.18708546,-0.016203083,-0.28007206,0.22509171,0.0056697833,0.036809873,0.057261206,0.09453983,-0.0020579179,-0.04438848,-0.0057770307,0
691,692,/content/drive/MyDrive/ReCirCor/training_data/training_data/50247_PV.wav,1,0.47850424,-0.2937528,-0.29907638,-0.23184437,0.42363772,0.051761333,-0.17068282,0.18107791,0.06973074,0.07964623,-0.08677785,-0.042095207,-0.06618418,0.37338552,0.03437947,0.0634168,-0.06850742,-0.00091241935,-0.11912501,-0.018524017,0
921,922,/content/drive/MyDrive/ReCirCor/training_data/training_data/50386_MV.wav,1,-0.68696696,0.20703311,-0.24099185,0.03491241,-0.1487683,0.69050956,-0.23573895,-0.062150043,0.16145173,-0.22391637,-0.014782264,0.2530509,0.2984858,-0.065544024,-0.10747758,-0.116824694,0.024606593,0.115771495,0.020160643,-0.002715469,0
834,835,/content/drive/MyDrive/ReCirCor/training_data/training_data/50323_MV.wav,1,0.11269304,-0.122864336,0.11286585,-0.08448325,0.019619485,0.019776747,-0.21196437,0.0023057715,-0.20659786,0.041081373,-0.0003527327,-0.25024635,0.1316034,-0.025858115,-0.06938475,-0.041579768,-0.020394092,0.022645833,0.045268998,0.027001714,0
586,587,/content/drive/MyDrive/ReCirCor/training_data/training_data/50153_AV.wav,1,0.6014916,-0.15378341,0.3109279,0.2935038,0.07213918,0.08514628,0.066529736,-0.25657693,-0.2168688,-0.025143089,0.048193373,-0.021467026,0.08484572,0.28193927,0.13557522,0.016460467,-0.04958311,-0.08573104,-0.03862924,-0.02046082,0
291,292,/content/drive/MyDrive/ReCirCor/training_data/training_data/49952_AV.wav,1,-0.56526285,0.28731424,0.3157903,0.36933917,0.015862307,0.06712815,0.09696364,-0.08542154,0.067452446,-0.049524833,0.48923168,0.022463828,0.11538547,0.14905904,-0.060049757,0.008405007,0.048243634,0.02097512,0.07619931,0.02608356,0
173,174,/content/drive/MyDrive/ReCirCor/training_data/training_data/49661_MV.wav,1,0.3460506,-0.25563785,-0.40987462,-0.22694638,0.5033667,0.04896745,-0.26962274,0.055913407,-0.35000846,0.15873732,-0.16984229,-0.3220075,0.36040264,-0.34069878,0.18061896,0.1022203,-0.15616955,0.10251933,-0.027434848,0.047929995,0
800,801,/content/drive/MyDrive/ReCirCor/training_data/training_data/50306_PV.wav,1,-0.6291019,0.12852694,-0.24591376,-0.17912328,0.16874099,-0.3898635,0.15058179,0.16685633,0.24196516,0.059621055,0.08444046,-0.0034698,-0.091572516,0.03397681,0.09239341,0.20258527,0.073437646,0.09423695,-0.01880342,-0.025284244,0
888,889,/content/drive/MyDrive/ReCirCor/training_data/training_data/50349_MV.wav,1,-0.7636323,0.3181874,0.47327623,0.24753577,0.051826686,0.31653962,-0.21498658,-0.067333594,0.105779216,-0.17947179,0.33812368,0.16205513,0.18261312,-0.0012322112,-0.06902498,-0.0070859077,0.12553692,0.107724145,0.061105687,0.031443566,0
235,236,/content/drive/MyDrive/ReCirCor/training_data/training_data/49823_TV.wav,1,0.36471024,-0.10990958,-0.1855509,0.13319688,-0.2743005,-0.07148605,0.16246913,-0.110548384,-0.084114306,-0.052910306,-0.013174474,0.08873519,0.0011882575,-0.04206645,0.032216553,-0.18403213,-0.10036828,-0.050330646,-0.059542395,0.028347125,1
384,385,/content/drive/MyDrive/ReCirCor/training_data/training_data/50015_AV.wav,1,-0.6156202,0.19966796,0.15128964,0.09922109,0.20283127,0.053617913,0.015702488,0.07686079,0.081030205,-0.08386273,0.33422282,-0.096117236,0.09818202,0.065271534,-0.12870076,0.041360863,-0.072679296,0.11889266,0.13649406,0.056893315,0
1001,1002,/content/drive/MyDrive/ReCirCor/training_data/training_data/50661_AV.wav,1,0.28708243,-0.20187101,-0.1269951,-0.21305987,-0.31994995,0.020284368,0.014589633,0.022708897,0.045057695,0.026737366,-0.0023226107,-0.10418766,-0.044902723,-0.031564493,-0.10860625,-0.06997528,0.028131828,-0.030522825,-0.022268038,0.08994044,0
510,511,/content/drive/MyDrive/ReCirCor/training_data/training_data/50104_TV.wav,1,-0.29799125,0.117060944,-0.01694294,0.20819584,0.10481009,-0.28429797,0.36456907,-0.25403097,0.018296648,-0.03313052,0.06718921,0.07296084,-0.118348576,0.16968192,0.015878582,0.0005490058,0.045635205,-0.02791222,0.06359066,-0.06545729,0
259,260,/content/drive/MyDrive/ReCirCor/training_data/training_data/49853_TV.wav,1,0.07674494,0.038614012,-0.19699094,0.29407617,-0.27867207,-0.02545986,0.43755385,-0.22600664,-0.05070923,-0.10528011,0.15500301,0.014768631,-0.14437121,0.058880582,-0.06371163,-0.038730986,-0.075070605,0.090621054,-0.083092384,-0.010367072,0
358,359,/content/drive/MyDrive/ReCirCor/training_data/training_data/49999_TV.wav,1,-0.0852314,0.02405548,0.48895934,0.092626356,0.068411,0.07727732,0.012354366,0.0091868825,-0.24349567,0.029743535,-0.1121192,-0.22011079,0.1295821,-0.03144677,0.09027081,0.13372199,-0.033303645,0.10614693,-0.083004184,0.06294304,0
935,936,/content/drive/MyDrive/ReCirCor/training_data/training_data/50619_TV.wav,1,-0.59615767,0.07127972,-0.09893912,-0.2845208,0.08778975,-0.5725059,0.23454326,0.11939845,0.12084266,0.005665591,-0.17234612,0.12019308,0.1585051,-0.13348247,0.15048504,0.21893895,0.07379531,-0.055324502,0.03890913,-0.06967118,0
560,561,/content/drive/MyDrive/ReCirCor/training_data/training_data/50129_AV.wav,1,0.3727702,-0.11991159,0.09770657,0.251141,0.41473523,0.28405568,-0.33882874,-0.07832833,-0.43906984,0.33938044,0.021921242,0.13473453,-0.30565056,0.18057682,0.036163416,0.097028136,-0.09493384,-0.08971119,0.08192155,-0.003899917,1
979,980,/content/drive/MyDrive/ReCirCor/training_data/training_data/50654_AV.wav,1,0.33950952,-0.15390748,-0.17337413,0.039494954,-0.005498231,0.827624,-0.08098845,-0.1595346,-0.089147724,0.2769968,-0.36740693,-0.16574764,-0.078789696,0.2117915,0.06285882,0.24502805,-0.014252434,-0.08061476,-0.020450575,-0.018827219,0
424,425,/content/drive/MyDrive/ReCirCor/training_data/training_data/50049_TV.wav,1,-0.5412994,0.20214179,-0.07340184,0.16615286,0.23146228,-0.15123215,0.33189717,0.011392571,0.09858474,-0.083413534,0.05104089,-0.020698713,-0.04927454,0.04698677,-0.03455194,-0.027692256,-0.0778998,-0.030912008,-0.044612285,0.03429098,0
382,383,/content/drive/MyDrive/ReCirCor/training_data/training_data/50014_TV.wav,1,0.17151165,-0.1832084,0.017174259,-0.28026974,-0.3542488,-0.052805476,0.030601207,0.05530782,-0.09205767,-0.2117514,-0.18666512,-0.08326487,0.12284725,-0.010880368,0.2122929,-0.00417268,-0.06337478,0.0014625117,0.07356994,-0.09043722,0
885,886,/content/drive/MyDrive/ReCirCor/training_data/training_data/50349_AV.wav,1,-0.665246,0.2314501,0.5360393,0.1579643,0.09087443,0.20332289,-0.1626882,-0.0039107916,-0.12294795,-0.06501461,-0.116841376,0.28753406,0.18015838,-0.03127201,-0.062251136,0.053085852,0.044528455,0.023022842,0.12476626,-0.0011376664,0
990,991,/content/drive/MyDrive/ReCirCor/training_data/training_data/50657_PV.wav,1,-0.030702174,-0.006392428,0.41370687,0.09098726,-0.026427213,-0.14150897,0.1220612,-0.023705307,-0.15612465,0.0773665,0.13774882,-0.090798505,0.045020398,0.057740875,-0.14060304,-0.013504234,0.007460151,0.0557791,-0.042324856,0.029105963,0
715,716,/content/drive/MyDrive/ReCirCor/training_data/training_data/50258_MV.wav,1,-0.08660041,-4.7056787e-05,0.83535427,-0.1535844,0.07575658,0.16334173,0.3847195,0.017435672,0.38384765,0.48184738,-0.23329727,0.096455105,-0.19169068,-0.26626912,0.055517048,-0.15628421,-0.0553574,0.08841511,0.0442915,-0.12244351,1
512,513,/content/drive/MyDrive/ReCirCor/training_data/training_data/50105_PV.wav,1,-0.24163495,-0.01887799,-0.16202006,-0.19537072,-0.44612667,-0.3107962,0.06252372,0.19491078,0.009314626,0.22504096,0.23196489,0.086660214,-0.04974562,0.103836775,-0.06844797,0.07856024,-0.021081256,0.021389699,0.032783035,-0.012745974,0
603,604,/content/drive/MyDrive/ReCirCor/training_data/training_data/50165_AV.wav,1,0.03848573,-0.11131798,-0.1551833,-0.17625277,0.24129185,-0.23977548,-0.07356457,0.22121094,-0.033696935,0.15763448,-0.2960355,0.118533805,0.045119427,-0.01741388,-0.061825,-0.059400994,0.015811445,0.08628524,-0.112358086,0.020069823,0
475,476,/content/drive/MyDrive/ReCirCor/training_data/training_data/50080_PV.wav,1,0.10610477,-0.089551136,-0.41416556,-0.013128097,0.43884954,-0.006077986,-0.29596463,0.09141334,-0.14976536,0.26302224,-0.08026065,0.01075153,-0.23377661,-0.1059295,0.07395055,-0.0006813781,0.033995986,0.15498416,0.08050598,0.047241565,0
601,602,/content/drive/MyDrive/ReCirCor/training_data/training_data/50164_TV.wav,1,-0.22748855,0.08850899,0.57085735,0.09487937,0.035412636,0.0826339,0.09550128,-0.13248613,0.034369938,-0.10795204,-0.018900618,-0.19721392,-0.15461265,-0.08636844,0.14899962,0.036449485,-0.034992725,0.020503609,0.01934842,0.17348602,0
772,773,/content/drive/MyDrive/ReCirCor/training_data/training_data/50289_TV.wav,1,-0.45000315,0.13459602,-0.35607737,-0.09428585,-0.32079333,0.368412,-0.06301709,-0.02350664,0.24070758,-0.057146553,0.11949302,-0.24576527,-0.058341876,0.11383331,-0.000535311,0.019283911,0.077973895,0.10888002,-0.010663758,-0.02134502,1
850,851,/content/drive/MyDrive/ReCirCor/training_data/training_data/50331_MV.wav,1,0.21156183,-0.06177501,0.5694315,0.019596545,0.02917553,0.030922221,0.052936394,-0.17711134,0.1610032,0.30853137,-0.043505277,0.092238024,-0.080605924,-0.15352075,0.16627955,-0.16122855,0.1712147,0.04892007,-0.05427562,-0.04018292,1
581,582,/content/drive/MyDrive/ReCirCor/training_data/training_data/50150_AV.wav,1,-0.056003757,0.022187542,-0.0108608315,0.13004068,0.27341422,0.036995072,-0.24598219,-0.22540608,-0.0111275595,9.654781e-05,0.089558065,0.016490635,-0.13142757,-0.015289761,0.20598395,-0.06936614,0.050965797,-0.045474175,-0.03116929,0.062723316,1
736,737,/content/drive/MyDrive/ReCirCor/training_data/training_data/50272_PV.wav,1,-0.5704178,0.19488217,-0.00030907328,0.020939384,-0.2721048,0.2861904,-0.11709226,-0.052906975,0.30896622,-0.33342937,-0.43334204,0.3451379,0.030130884,0.11555527,0.06800719,-0.055306964,0.15065461,-0.003671104,-0.04965107,-0.036856964,0
257,258,/content/drive/MyDrive/ReCirCor/training_data/training_data/49853_AV.wav,1,-0.14838852,0.080249466,0.14103396,0.25154078,-0.05682725,-0.021968223,0.18165901,-0.27383685,-0.07888351,-0.06931282,0.20155075,0.038279064,-0.02042226,0.13630122,-0.02219465,-0.12845536,0.10394506,-0.14136823,-0.04012391,0.017801248,0
327,328,/content/drive/MyDrive/ReCirCor/training_data/training_data/49986_AV.wav,1,0.29052624,-0.21661991,0.12721479,-0.15454522,0.12611288,0.024506928,-0.15856639,0.14691013,-0.1888907,0.018406583,-0.025257971,-0.086555384,-0.15531662,0.16847019,-0.09413838,0.077972054,-0.16522133,-0.025476689,0.057150986,-0.030095372,0
350,351,/content/drive/MyDrive/ReCirCor/training_data/training_data/49995_PV.wav,1,-0.07871947,-0.057691235,0.3171801,-0.12184687,-0.025685389,-0.329103,0.021019725,0.27189323,-0.2446796,0.060375467,0.09223926,0.044921294,0.13305245,-0.019168053,0.006751487,0.13165386,-0.1532774,0.12316268,0.024443872,-0.0713512,0
677,678,/content/drive/MyDrive/ReCirCor/training_data/training_data/50238_AV.wav,1,-0.29395908,0.06725191,-0.16592933,-0.0016209382,-0.3329619,-0.07229069,-0.010948804,-0.10598857,0.07897994,0.12780412,0.19454047,0.2097073,0.059587393,-0.04259218,0.054043263,-0.032593485,0.066173606,-0.13711864,-0.04395301,0.0050945743,1
390,391,/content/drive/MyDrive/ReCirCor/training_data/training_data/50017_TV.wav,1,-0.61152446,0.10949227,-0.085824236,-0.17276582,0.40497127,0.13157272,-0.16972047,0.19862826,0.117226005,0.0016127527,-0.28358826,-0.13515006,-0.24281898,-0.120289326,-0.017149398,0.03168233,-0.11460057,-0.07013403,-0.00081988994,0.037874725,0
275,276,/content/drive/MyDrive/ReCirCor/training_data/training_data/49897_AV.wav,1,0.5537703,-0.2550794,-0.5832409,-0.08588144,-0.37179282,0.072966464,-0.27949154,-0.06947994,-0.16141719,0.22215511,0.06444686,0.04810871,-0.050509203,-0.11294165,0.10398031,-0.14772063,-0.03833568,-0.01684658,0.044508763,-0.008126082,1
210,211,/content/drive/MyDrive/ReCirCor/training_data/training_data/49745_MV.wav,1,-0.024278976,-0.09242177,0.52618057,-0.32326117,-0.30252016,-0.46115467,-0.2590072,0.14882162,0.19522479,-0.11722577,0.103917524,0.012203723,-0.11443857,0.19965377,0.26458073,0.071893014,0.15565468,0.011557003,-0.14281371,-0.05759674,0
843,844,/content/drive/MyDrive/ReCirCor/training_data/training_data/50327_AV.wav,1,-0.05567181,-0.043173462,0.7031007,-0.107202075,0.059090216,0.11092326,0.16527782,-0.05372292,0.12914218,0.24414521,-0.18705423,-0.044806223,0.042402476,-0.038264144,-0.006439587,-0.03817695,0.12792051,-0.038757667,0.03076175,-0.12290928,0
796,797,/content/drive/MyDrive/ReCirCor/training_data/training_data/50303_AV.wav,1,0.40441352,-0.19987182,0.22407259,-0.061963,0.088559635,-0.1751321,-0.022682166,-0.05624167,-0.16802298,0.14601362,0.11769969,0.00024097311,0.23408492,-0.053691465,0.12434975,-0.09266693,0.030823063,-0.058400616,0.07582672,-0.0963118,0
132,133,/content/drive/MyDrive/ReCirCor/training_data/training_data/49585_AV.wav,1,-0.4747772,0.09965063,0.1762949,-0.062985204,-0.17016031,0.112958685,-0.13058299,0.06323546,-0.07779045,0.045604147,0.20155719,-0.07591651,0.19841212,-0.096301585,-0.048688445,0.09313752,0.0071019717,0.02807012,0.017917864,0.005596227,0
756,757,/content/drive/MyDrive/ReCirCor/training_data/training_data/50278_PV.wav,1,-0.46937156,0.080631986,-0.1396312,-0.09872696,-0.27226368,0.24234632,-0.0025719125,0.087668985,0.058216024,0.08064825,0.2115796,-0.2838719,-0.09599916,0.14794745,-0.14479536,0.06457962,0.045916572,0.03467656,0.08989081,0.025059693,0
673,674,/content/drive/MyDrive/ReCirCor/training_data/training_data/50233_AV.wav,1,0.43121326,-0.11035673,-0.308587,0.21291372,0.3525988,-0.06228909,0.025396274,-0.42563328,0.10382761,-0.11147768,-0.020616636,-0.09425099,-0.03288381,-0.06773114,0.0875595,-0.1553691,0.17161547,0.0068993657,-0.07181616,-0.020063708,1
375,376,/content/drive/MyDrive/ReCirCor/training_data/training_data/50008_PV.wav,1,-0.009624087,-0.042146683,0.46139252,0.013553857,-0.02556262,-0.091828555,0.06886278,0.008178316,-0.16800469,0.15197489,0.013994336,-0.014793466,-0.024107238,0.06344671,-0.09721277,-0.011497368,-0.0762879,0.04777785,0.024518324,0.054561734,0
492,493,/content/drive/MyDrive/ReCirCor/training_data/training_data/50094_PV.wav,1,-0.5339605,0.14020403,0.058946326,-0.041156124,-0.21541978,0.32996404,-0.21061645,-0.21432006,0.23722105,-0.21354082,0.38559717,-0.1516841,0.04111683,-0.03568129,0.13397464,-0.036783773,0.011243298,-0.20346823,0.038813543,-0.10849523,0
373,374,/content/drive/MyDrive/ReCirCor/training_data/training_data/50007_MV.wav,1,1.3195235,-0.54776233,-0.08390368,-0.19134799,0.810391,0.809203,1.0875467,2.1015446,-0.9333397,-0.849865,0.23334657,0.13157806,-0.25069335,-0.18054779,0.031759653,-0.1317066,0.34979135,-0.12520467,-0.073248774,-0.022691876,0
521,522,/content/drive/MyDrive/ReCirCor/training_data/training_data/50111_TV.wav,1,-0.4680619,0.15575267,0.53518176,0.048442397,-0.014923383,0.035549432,-0.23772402,-0.024999745,0.009705694,-0.22243123,-0.08205303,0.12739074,-0.071383886,-0.08559203,0.10606307,-0.049548313,0.024536753,0.07897392,-0.06476813,0.082622916,0
164,165,/content/drive/MyDrive/ReCirCor/training_data/training_data/49653_AV.wav,1,-0.4247095,0.109261006,0.3585932,-0.011169956,-0.0037290244,0.044637267,-0.18753614,0.10338859,-0.062212743,-0.002922088,0.16830958,-0.10416176,0.15089539,-0.057852633,-0.015853435,0.084489085,-0.038428452,0.013990735,0.028680857,0.029841345,0
195,196,/content/drive/MyDrive/ReCirCor/training_data/training_data/49712_MV.wav,1,0.9640664,-0.3881581,0.5717709,-0.19445506,-0.2341862,-0.34860936,0.3818184,-0.11298916,0.42499673,-0.22705173,-0.10060151,-0.0060835844,-0.029307747,-0.098362766,-0.2194571,-0.24949825,-0.08420646,0.06276558,0.15602109,-0.055715423,1
112,113,/content/drive/MyDrive/ReCirCor/training_data/training_data/49561_MV.wav,1,-0.5214289,0.15392184,0.5635062,0.008165958,-0.0597823,-0.077593304,0.030236995,0.009088399,0.062248226,-0.18381242,-0.06380926,-0.04869866,0.0030896796,0.07493703,-0.03979425,0.036029328,0.016584126,0.0019014714,-0.075404696,-0.04639967,0
600,601,/content/drive/MyDrive/ReCirCor/training_data/training_data/50164_PV.wav,1,-0.6238453,0.18779401,0.13667937,0.029771352,-0.122963734,0.4437371,-0.13551156,-0.003745015,0.1013387,-0.20676687,0.2389247,-0.32092938,0.03969558,-0.039329123,-0.049751606,-0.03929172,0.0030558007,0.04364623,0.021729294,0.15358683,0
660,661,/content/drive/MyDrive/ReCirCor/training_data/training_data/50228_MV.wav,1,-0.03157217,-0.084764354,0.277221,-0.23184505,-0.043341298,-0.38578334,-0.069094844,0.2122432,0.11316045,-0.1341067,-0.20384555,-0.04543741,-0.16969578,0.02821895,-0.061745405,-0.012832819,-0.025505207,0.034480102,0.03910127,-0.05442789,0
216,217,/content/drive/MyDrive/ReCirCor/training_data/training_data/49748_MV.wav,1,-0.27282837,0.025148513,0.35855335,-0.054910276,-0.12788977,-0.4413608,0.105108924,-0.024996674,-0.05773049,0.064521246,0.07382245,0.018369062,0.08535944,0.15196076,-0.09673733,0.097514205,0.09878039,-0.05464227,-0.00282992,0.017832045,1
196,197,/content/drive/MyDrive/ReCirCor/training_data/training_data/49719_AV.wav,1,-0.21104015,-0.05428544,-0.38773715,-0.21579827,0.35207528,-0.10953125,-0.18585747,0.09425262,0.05355017,0.033197884,0.041199226,-0.021465352,0.053363413,-0.11200245,-0.085663304,-0.10973399,0.051725656,-0.052211475,-0.06499174,0.094648324,0
50,51,/content/drive/MyDrive/ReCirCor/training_data/training_data/29045_MV.wav,1,-0.50166595,-0.062499937,-0.16521531,-0.5407221,0.01458009,-0.686343,0.018092327,0.4903748,0.09005648,0.2485965,0.0040500904,0.13575174,0.16136001,-0.05477789,-0.22470526,0.1847131,-0.1453246,0.091223486,-0.090112925,0.18669878,1
245,246,/content/drive/MyDrive/ReCirCor/training_data/training_data/49832_MV.wav,1,-0.06889661,0.0214284,0.4525251,0.11335423,0.02862113,-0.027500449,-0.039086413,-0.12455798,-0.17080924,-0.023900313,-0.0703532,-0.087866776,-0.13186343,-0.070115864,0.0058833845,-0.01517753,-0.003856302,0.010891709,-0.07479618,0.118071906,0
147,148,/content/drive/MyDrive/ReCirCor/training_data/training_data/49627_PV.wav,1,0.7377169,-0.30917025,-0.30866337,0.0015759877,0.27865723,-0.19184417,-0.1257009,-0.17958438,-0.11155053,-0.05306592,0.047946803,-0.012704378,-0.0173829,-0.017801788,0.06275701,-0.17307481,-0.04506267,-0.048857693,0.04480434,0.05754193,1
180,181,/content/drive/MyDrive/ReCirCor/training_data/training_data/49683_TV.wav,1,0.565967,-0.10512679,-0.20029588,0.35888693,-0.1851992,0.085370265,0.303403,-0.2086931,-0.15100737,-0.18021773,-0.035607737,-0.018306535,-0.10467243,-0.10844136,-0.13921808,0.0953076,-0.20383492,0.13616844,-0.020179415,-0.037447125,0
238,239,/content/drive/MyDrive/ReCirCor/training_data/training_data/49824_PV.wav,1,2.2780294,-0.80466676,-0.54510975,0.058953755,0.27528745,-0.1667609,-0.25275934,-0.5039841,0.057274394,-0.6002385,0.18741786,0.3250811,-0.15575619,-0.47881195,-0.30761772,0.24146587,0.041002784,-0.063400656,0.18729675,0.10031061,1
55,56,/content/drive/MyDrive/ReCirCor/training_data/training_data/33151_AV.wav,1,-0.070651084,0.020345004,-0.36880597,0.1138818,-0.39602256,0.23503847,0.059868038,-0.32897043,-0.06326094,0.076710306,-0.12291477,-0.050852682,0.14291266,-0.011811798,-0.031733423,-0.081006944,0.3077317,-0.09633685,-0.094718665,0.005559795,1
200,201,/content/drive/MyDrive/ReCirCor/training_data/training_data/49729_AV.wav,1,-0.010933691,-0.11010252,-0.089722276,-0.1895745,0.1376711,-0.32383916,-0.08733333,-0.02827547,0.012192651,-0.049730472,0.084162734,-0.03408019,-0.06937718,-0.09543109,0.12455678,-0.10490239,-0.02084298,-0.09454856,0.027435003,0.08515144,0
544,545,/content/drive/MyDrive/ReCirCor/training_data/training_data/50122_MV.wav,1,-0.46362126,0.1427048,-0.31908724,0.0981493,-0.2120949,0.19116196,0.17371035,-0.028633006,-0.12328272,0.12710579,-0.1721688,0.31351575,0.007121793,-0.10348559,0.14614913,0.03633331,-0.122627385,-0.051245466,0.047369264,-0.04636706,0
709,710,/content/drive/MyDrive/ReCirCor/training_data/training_data/50256_AV.wav,1,-0.20288184,-0.0050683552,-0.044394493,-0.051158026,0.29983994,-0.18611763,0.062161256,0.022891084,-0.004403275,-0.03443864,-0.28078726,-0.13624582,-0.053816795,0.05174082,-0.10453145,-0.004943442,0.06477573,0.0010769598,0.08500598,0.064926535,1
781,782,/content/drive/MyDrive/ReCirCor/training_data/training_data/50296_AV.wav,1,-0.37752908,0.11071072,0.53265923,0.06419605,0.063131735,0.101323955,-0.21367067,-0.08361376,-0.11676638,-0.16805743,-0.28009042,0.18541038,0.054627065,-0.036068182,0.18036203,-0.0062017962,0.020362848,-0.13986033,0.051223956,-0.025268028,0
